,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
222,20MICRONS,EQ,41.55,41.75,40.35,41.4,41.4,40.5,72128,2979664.15,2017-02-06,580,INE144J01027
223,20MICRONS,EQ,38.35,38.35,36.25,36.6,36.5,38.0,111913,4142256.0,2017-02-13,737,INE144J01027
224,20MICRONS,EQ,40.1,43.0,38.45,40.5,40.7,40.8,57525,2355695.85,2017-10-16,530,INE144J01027
225,20MICRONS,EQ,42.5,46.4,41.05,44.0,43.85,41.7,683112,30286338.35,2017-10-03,4165,INE144J01027
226,20MICRONS,EQ,56.4,57.9,55.55,56.8,56.95,55.65,198039,11238223.25,2017-12-19,1536,INE144J01027
227,20MICRONS,EQ,40.3,40.5,39.2,39.7,39.85,39.8,30519,1216269.2,2017-07-21,314,INE144J01027
228,20MICRONS,EQ,39.2,39.5,38.55,38.9,39.2,38.75,11460,447268.55,2017-06-09,139,INE144J01027
229,20MICRONS,EQ,46.65,47.85,46.05,46.65,47.0,45.85,60276,2817303.55,2017-11-09,550,INE144J01027
230,20MICRONS,EQ,41.95,42.5,37.6,39.25,38.15,41.7,478350,19151042.25,2017-02-09,2269,INE144J01027
231,20MICRONS,EQ,42.0,42.25,39.4,40.1,40.75,42.8,115586,4727069.6,2017-09-22,739,INE144J01027
232,20MICRONS,EQ,36.3,38.3,35.9,37.9,37.95,36.05,119559,4463241.35,2017-03-01,817,INE144J01027
233,20MICRONS,EQ,37.2,37.2,35.5,35.75,35.6,35.75,78797,2832361.7,2017-03-14,228,INE144J01027
234,20MICRONS,EQ,41.25,43.6,41.0,41.45,41.4,40.2,1159207,48942921.45,2017-01-17,6650,INE144J01027
235,20MICRONS,EQ,33.4,34.3,33.0,33.85,34.25,32.95,77859,2617543.35,2017-01-02,192,INE144J01027
236,20MICRONS,EQ,36.6,36.6,35.8,36.05,36.0,36.45,43668,1574775.1,2017-03-09,173,INE144J01027
237,20MICRONS,EQ,38.75,39.5,38.05,38.3,38.3,39.25,82845,3181785.65,2017-05-26,422,INE144J01027
238,20MICRONS,EQ,36.6,37.9,36.1,37.35,37.3,36.6,79294,2933278.6,2017-02-14,547,INE144J01027
239,20MICRONS,EQ,39.05,40.5,38.85,39.7,40.1,38.75,62889,2476166.7,2017-02-01,443,INE144J01027
240,20MICRONS,EQ,36.6,38.7,36.6,38.15,38.3,37.25,54975,2079725.55,2017-06-01,196,INE144J01027
241,20MICRONS,EQ,41.85,41.85,39.5,39.75,39.95,40.25,21319,848388.2,2017-06-14,205,INE144J01027
242,20MICRONS,EQ,51.75,52.85,51.05,51.35,51.3,51.4,114655,5932248.6,2017-11-01,783,INE144J01027
243,20MICRONS,EQ,52.0,52.0,48.2,50.5,50.4,49.2,181976,9164078.2,2017-11-14,1200,INE144J01027
244,20MICRONS,EQ,33.75,35.0,33.55,33.75,33.55,33.9,137861,4753991.2,2017-08-22,284,INE144J01027
245,20MICRONS,EQ,58.3,60.6,55.0,55.8,56.0,57.7,222423,12784342.25,2017-12-04,1872,INE144J01027
246,20MICRONS,EQ,54.65,55.5,54.65,54.9,55.0,54.65,128873,7097286.6,2017-12-11,900,INE144J01027
247,20MICRONS,EQ,33.9,35.0,32.25,33.0,33.3,33.75,48174,1593805.6,2016-04-21,253,INE144J01027
248,20MICRONS,EQ,32.3,33.7,31.8,32.7,32.65,32.3,12513,409528.5,2016-05-13,149,INE144J01027
249,20MICRONS,EQ,32.3,32.8,31.55,32.2,31.7,32.0,28846,930147.4,2016-05-06,104,INE144J01027
250,20MICRONS,EQ,27.55,28.5,26.9,27.3,27.0,27.55,82651,2283316.35,2016-03-29,263,INE144J01027
251,20MICRONS,EQ,38.5,40.75,36.8,38.6,38.45,39.2,565195,21912747.75,2016-08-17,2267,INE144J01027
252,20MICRONS,EQ,29.6,30.9,29.1,29.35,29.5,28.85,20834,617154.75,2016-08-02,186,INE144J01027
253,20MICRONS,EQ,35.15,35.15,31.4,32.35,32.3,34.55,87668,2896010.1,2016-11-21,583,INE144J01027
254,20MICRONS,EQ,30.2,30.2,28.65,29.3,29.4,29.55,33990,997768.75,2016-06-21,196,INE144J01027
255,20MICRONS,EQ,26.0,27.25,25.7,26.1,26.2,26.4,12609,328498.5,2016-02-29,115,INE144J01027
256,20MICRONS,EQ,36.0,36.9,35.2,35.65,35.55,35.75,104930,3764223.2,2016-11-29,429,INE144J01027
257,20MICRONS,EQ,28.8,30.5,28.8,29.6,29.55,28.7,68389,2014391.45,2016-06-29,319,INE144J01027
258,20MICRONS,EQ,30.4,31.2,29.6,30.05,30.0,29.7,89359,2718498.1,2016-07-01,531,INE144J01027
259,20MICRONS,EQ,29.15,29.5,28.5,29.05,28.9,29.4,14414,418546.7,2016-07-14,133,INE144J01027
260,20MICRONS,EQ,27.0,27.2,26.5,26.75,26.55,26.35,45014,1209992.05,2016-01-22,267,INE144J01027
261,20MICRONS,EQ,29.4,29.4,28.15,28.6,28.65,28.45,6678,189852.45,2016-03-21,46,INE144J01027
262,20MICRONS,EQ,32.4,32.4,31.4,31.7,31.5,31.95,36877,1181941.65,2016-04-29,102,INE144J01027
263,20MICRONS,EQ,37.4,37.7,36.2,37.45,37.65,36.3,88586,3259485.6,2016-09-02,365,INE144J01027
264,20MICRONS,EQ,31.5,33.4,31.5,32.05,32.0,32.25,9142,294870.15,2016-04-26,119,INE144J01027
265,20MICRONS,EQ,25.8,26.95,25.7,26.4,26.65,25.45,7345,192730.4,2016-02-26,108,INE144J01027
266,20MICRONS,EQ,29.75,30.5,29.6,29.85,30.05,29.9,17227,517103.05,2016-08-05,188,INE144J01027
267,20MICRONS,EQ,39.9,41.65,37.05,39.45,39.55,39.0,419348,16511859.6,2016-08-10,2517,INE144J01027
268,20MICRONS,EQ,34.8,34.8,33.0,33.7,33.4,34.2,73528,2500449.05,2016-12-23,283,INE144J01027
269,20MICRONS,EQ,39.7,41.0,39.25,39.9,39.8,39.45,396525,15994229.4,2016-10-24,1056,INE144J01027
270,20MICRONS,EQ,39.25,39.9,38.25,39.45,39.65,38.6,201792,7916660.65,2016-08-18,1133,INE144J01027
271,20MICRONS,EQ,30.35,30.35,28.55,29.4,29.6,29.6,22105,650404.85,2016-07-13,126,INE144J01027
272,20MICRONS,EQ,32.8,32.8,30.55,31.75,31.7,32.2,7661,244413.65,2016-05-09,118,INE144J01027
273,20MICRONS,EQ,27.25,27.8,26.95,27.55,27.8,26.75,54044,1488006.6,2016-01-25,154,INE144J01027
274,20MICRONS,EQ,30.85,30.85,29.7,29.8,29.7,30.35,29020,874857.75,2016-07-07,157,INE144J01027
275,20MICRONS,EQ,29.95,30.25,29.2,29.6,29.75,30.0,17920,532372.15,2016-07-12,129,INE144J01027
276,20MICRONS,EQ,39.85,39.95,38.6,39.25,39.25,39.45,190821,7492925.7,2016-08-19,774,INE144J01027
277,20MICRONS,EQ,39.55,40.3,39.0,39.6,39.3,39.9,147302,5847418.45,2016-10-25,597,INE144J01027
278,20MICRONS,EQ,41.0,41.55,40.35,40.65,40.45,39.95,255099,10420258.45,2016-10-30,658,INE144J01027
279,20MICRONS,EQ,37.5,38.3,36.4,36.85,36.9,37.45,151567,5636001.6,2016-09-19,602,INE144J01027
280,20MICRONS,EQ,32.7,33.0,31.55,32.4,32.35,32.05,30177,976927.45,2016-04-27,137,INE144J01027
281,20MICRONS,EQ,34.5,34.75,33.5,34.2,34.0,34.05,25158,860596.45,2016-12-22,222,INE144J01027
282,20MICRONS,EQ,39.6,41.8,38.3,39.6,39.8,39.45,639938,25921784.9,2016-08-11,3406,INE144J01027
283,20MICRONS,EQ,29.8,30.55,29.8,29.9,30.15,29.8,21803,655997.55,2016-08-04,116,INE144J01027
284,20MICRONS,EQ,28.55,29.0,28.55,28.65,28.65,28.65,20903,600996.3,2016-06-27,96,INE144J01027
285,20MICRONS,EQ,29.6,29.8,28.75,29.25,29.15,29.05,25890,753019.65,2016-07-15,132,INE144J01027
286,20MICRONS,EQ,36.0,36.45,35.1,35.75,36.0,35.45,55614,1993630.75,2016-11-28,221,INE144J01027
287,20MICRONS,EQ,29.2,30.0,28.5,28.7,28.6,28.65,33426,963641.65,2016-06-28,225,INE144J01027
288,20MICRONS,EQ,34.4,34.4,31.5,31.95,31.8,32.4,17759,579451.55,2016-04-28,172,INE144J01027
289,20MICRONS,EQ,37.9,40.95,36.3,37.45,37.35,36.65,602703,23118147.6,2016-09-16,2529,INE144J01027
290,20MICRONS,EQ,27.55,28.9,27.5,27.55,27.5,28.45,42375,1179073.5,2016-03-28,87,INE144J01027
291,20MICRONS,EQ,32.5,32.5,31.75,32.3,32.3,31.7,24031,771705.65,2016-05-12,172,INE144J01027
292,20MICRONS,EQ,35.45,35.45,33.25,33.75,33.85,34.2,30807,1045957.15,2016-04-20,206,INE144J01027
293,20MICRONS,EQ,29.1,30.2,28.65,29.55,29.3,29.3,18560,542570.65,2016-06-20,146,INE144J01027
294,20MICRONS,EQ,29.75,30.4,29.5,29.9,29.8,29.8,33256,993879.3,2016-07-08,151,INE144J01027
295,20MICRONS,EQ,29.85,31.0,28.65,29.8,29.7,29.35,39790,1196041.8,2016-08-03,281,INE144J01027
296,20MICRONS,EQ,40.4,40.4,37.3,39.2,38.95,39.85,350353,13584463.55,2016-08-16,1871,INE144J01027
297,20MICRONS,EQ,32.55,33.6,32.15,32.95,33.0,32.3,62689,2067981.3,2016-12-30,207,INE144J01027
298,20MICRONS,EQ,33.35,33.35,32.0,32.75,32.85,32.5,5311,172567.45,2016-05-18,71,INE144J01027
299,20MICRONS,EQ,28.8,28.8,27.1,28.45,28.65,28.6,13277,374878.65,2016-03-22,187,INE144J01027
300,20MICRONS,EQ,28.75,29.3,25.35,26.35,26.0,28.1,215398,5692047.05,2016-01-21,966,INE144J01027
301,20MICRONS,EQ,37.55,37.55,36.25,36.7,36.7,36.65,169046,6215400.05,2016-09-14,211,INE144J01027
302,20MICRONS,EQ,37.5,38.8,36.05,36.3,36.25,38.2,141885,5249684.6,2016-09-01,643,INE144J01027
303,20MICRONS,EQ,42.8,42.8,38.1,39.0,38.8,35.7,1144140,45698974.5,2016-08-09,6028,INE144J01027
304,20MICRONS,EQ,39.5,40.6,38.0,39.0,39.25,39.0,247153,9716326.75,2016-10-20,875,INE144J01027
305,20MICRONS,EQ,38.2,40.95,38.15,39.95,40.0,38.5,410633,16311544.7,2016-10-28,2604,INE144J01027
306,20MICRONS,EQ,29.7,29.7,28.5,28.85,28.9,29.3,25966,751601.85,2016-08-01,196,INE144J01027
307,20MICRONS,EQ,32.45,32.75,31.6,32.15,32.3,31.85,22063,711166.4,2016-12-27,196,INE144J01027
308,20MICRONS,EQ,29.3,29.7,28.7,28.8,28.75,29.3,13332,386543.4,2016-06-22,111,INE144J01027
309,20MICRONS,EQ,33.5,33.5,32.05,32.6,32.8,32.35,47197,1535098.75,2016-11-22,381,INE144J01027
310,20MICRONS,EQ,27.8,27.8,26.1,26.65,26.55,26.9,50312,1345021.35,2016-02-22,115,INE144J01027
311,20MICRONS,EQ,37.2,38.25,37.0,37.55,37.5,37.55,178696,6721453.45,2016-09-09,296,INE144J01027
312,20MICRONS,EQ,32.2,33.3,32.15,32.4,32.7,33.0,27303,888744.9,2016-04-22,224,INE144J01027
313,20MICRONS,EQ,26.8,27.65,26.8,27.3,27.2,26.9,16716,455327.75,2016-01-29,96,INE144J01027
314,20MICRONS,EQ,32.4,32.4,31.5,32.0,31.7,32.0,18833,604261.45,2016-05-05,116,INE144J01027
315,20MICRONS,EQ,32.35,33.5,31.55,32.9,32.8,31.75,36840,1198964.15,2016-05-10,198,INE144J01027
316,20MICRONS,EQ,37.6,37.75,36.6,36.95,37.2,37.45,218574,8121389.25,2016-09-06,451,INE144J01027
317,20MICRONS,EQ,27.9,28.0,27.4,27.5,27.45,27.3,22826,630292.3,2016-03-30,60,INE144J01027
318,20MICRONS,EQ,40.0,40.0,38.05,38.5,38.45,39.65,118158,4587081.7,2016-10-27,683,INE144J01027
319,20MICRONS,EQ,32.6,33.2,31.9,32.35,32.25,32.15,44610,1463715.25,2016-12-28,189,INE144J01027
320,20MICRONS,EQ,29.6,31.0,29.6,30.35,30.2,29.8,26244,798979.0,2016-07-05,159,INE144J01027
321,20MICRONS,EQ,26.25,26.5,25.0,25.45,25.95,26.2,17346,452440.15,2016-02-25,109,INE144J01027
322,20MICRONS,EQ,29.55,29.55,28.5,28.65,28.6,29.25,14699,424375.45,2016-07-18,141,INE144J01027
323,20MICRONS,EQ,36.4,36.4,35.5,35.7,35.75,35.65,91455,3274421.55,2016-11-30,233,INE144J01027
324,20MICRONS,EQ,35.5,36.0,34.3,35.45,35.5,34.7,106054,3771218.05,2016-11-25,618,INE144J01027
325,20MICRONS,EQ,30.4,30.4,29.65,29.7,29.65,29.6,26432,788213.2,2016-06-30,149,INE144J01027
326,20MICRONS,EQ,35.0,35.1,34.0,34.6,34.55,34.6,27107,938321.3,2016-12-20,138,INE144J01027
327,20MICRONS,EQ,33.4,33.45,32.5,32.5,32.5,33.15,10195,335566.95,2016-05-17,58,INE144J01027
328,20MICRONS,EQ,31.75,32.35,31.4,32.0,32.35,31.7,13288,422933.0,2016-05-02,65,INE144J01027
329,20MICRONS,EQ,32.5,32.8,32.0,32.25,32.35,32.4,18081,584973.15,2016-04-25,115,INE144J01027
330,20MICRONS,EQ,40.0,45.0,39.2,39.85,39.5,39.6,1738322,70595710.6,2016-08-12,4878,INE144J01027
331,20MICRONS,EQ,34.9,34.9,33.7,34.05,33.9,34.6,17079,585682.05,2016-12-21,109,INE144J01027
332,20MICRONS,EQ,34.75,34.95,33.25,34.7,34.5,34.35,42915,1469368.65,2016-11-24,357,INE144J01027
333,20MICRONS,EQ,28.7,28.95,28.0,28.65,28.55,29.4,17643,500209.6,2016-06-24,126,INE144J01027
334,20MICRONS,EQ,28.75,29.65,28.0,28.5,28.45,28.65,15281,434080.8,2016-07-19,162,INE144J01027
335,20MICRONS,EQ,26.1,26.25,25.8,26.2,26.2,26.55,10534,275042.35,2016-02-24,52,INE144J01027
336,20MICRONS,EQ,31.55,34.8,31.4,32.6,32.4,32.0,43985,1448913.0,2016-05-03,341,INE144J01027
337,20MICRONS,EQ,33.45,33.9,32.75,33.15,32.85,32.7,40146,1328979.9,2016-05-16,140,INE144J01027
338,20MICRONS,EQ,28.0,28.0,27.15,27.3,27.15,27.55,16225,448460.8,2016-01-27,162,INE144J01027
339,20MICRONS,EQ,27.8,28.95,27.75,28.15,28.05,27.5,14623,415058.35,2016-03-31,114,INE144J01027
340,20MICRONS,EQ,36.95,38.0,36.2,36.65,36.6,37.55,154505,5705744.75,2016-09-12,348,INE144J01027
341,20MICRONS,EQ,37.9,38.45,34.4,37.45,37.45,36.95,200703,7526036.1,2016-09-07,608,INE144J01027
342,20MICRONS,EQ,30.45,30.5,29.0,30.0,29.95,29.9,30012,899571.95,2016-07-11,203,INE144J01027
343,20MICRONS,EQ,30.5,30.5,29.65,29.8,29.8,30.05,22863,686019.7,2016-07-04,137,INE144J01027
344,20MICRONS,EQ,31.9,32.75,31.9,32.3,32.3,32.35,15567,503604.85,2016-12-29,173,INE144J01027
345,20MICRONS,EQ,38.8,40.95,38.8,39.65,39.7,39.6,385166,15480442.55,2016-10-26,917,INE144J01027
346,20MICRONS,EQ,27.5,27.5,26.35,26.55,26.5,26.65,4840,130225.75,2016-02-23,67,INE144J01027
347,20MICRONS,EQ,29.45,30.4,28.5,29.4,29.25,28.8,20064,589324.5,2016-06-23,125,INE144J01027
348,20MICRONS,EQ,34.25,35.0,33.0,34.35,34.4,32.6,49632,1684907.95,2016-11-23,344,INE144J01027
349,20MICRONS,EQ,33.4,33.4,31.75,31.85,31.85,33.7,57536,1848750.2,2016-12-26,364,INE144J01027
350,20MICRONS,EQ,32.5,33.75,31.2,31.7,32.0,32.9,20810,663360.0,2016-05-11,286,INE144J01027
351,20MICRONS,EQ,32.8,32.8,31.65,32.0,32.4,32.6,34126,1099162.95,2016-05-04,190,INE144J01027
352,20MICRONS,EQ,27.5,27.5,26.7,26.9,26.7,27.3,65673,1784061.25,2016-01-28,187,INE144J01027
353,20MICRONS,EQ,36.8,38.15,36.5,37.55,37.85,37.45,186388,6976248.4,2016-09-08,419,INE144J01027
354,20MICRONS,EQ,37.2,37.45,36.35,36.65,36.7,36.7,54444,2003841.8,2016-09-15,268,INE144J01027
355,20MICRONS,EQ,28.65,28.8,28.1,28.45,28.6,28.45,2890,82143.8,2016-03-23,45,INE144J01027
356,20MICRONS,EQ,29.7,30.0,27.0,28.1,28.15,29.2,37853,1071675.1,2016-01-20,309,INE144J01027
357,20MICRONS,EQ,32.8,32.8,32.1,32.6,32.6,32.75,21953,712936.15,2016-05-19,137,INE144J01027
358,20MICRONS,EQ,39.2,42.0,38.85,39.45,39.2,39.0,830582,33538838.15,2016-10-21,2667,INE144J01027
359,20MICRONS,EQ,30.3,35.8,29.7,35.7,35.8,29.85,321141,10835708.95,2016-08-08,1201,INE144J01027
360,20MICRONS,EQ,35.5,35.6,34.5,34.8,35.05,35.2,48310,1701516.2,2016-12-07,143,INE144J01027
361,20MICRONS,EQ,37.1,37.1,35.6,35.75,35.9,36.6,35574,1282547.7,2016-12-12,181,INE144J01027
362,20MICRONS,EQ,27.75,27.75,25.7,26.55,26.7,27.25,49061,1299475.3,2016-02-17,207,INE144J01027
363,20MICRONS,EQ,28.0,28.75,27.15,27.55,27.35,27.75,26191,739309.35,2016-02-02,200,INE144J01027
364,20MICRONS,EQ,27.85,29.5,27.85,28.6,28.5,28.5,10367,298867.5,2016-06-02,132,INE144J01027
365,20MICRONS,EQ,29.9,30.25,29.2,29.3,29.35,29.9,10631,315392.55,2016-06-17,80,INE144J01027
366,20MICRONS,EQ,41.5,41.5,36.7,40.0,40.2,41.75,245622,9839859.05,2016-11-02,1702,INE144J01027
367,20MICRONS,EQ,35.2,36.65,33.75,34.0,34.2,36.15,166923,5780862.7,2016-11-17,996,INE144J01027
368,20MICRONS,EQ,30.35,30.7,29.0,29.15,29.0,29.25,20869,618468.05,2016-05-25,213,INE144J01027
369,20MICRONS,EQ,28.65,29.2,28.1,28.3,28.4,28.25,17657,503238.8,2016-05-30,174,INE144J01027
370,20MICRONS,EQ,38.9,39.75,33.05,35.15,35.1,38.25,232740,8539522.55,2016-09-29,1013,INE144J01027
371,20MICRONS,EQ,37.4,37.5,36.3,36.75,36.45,37.0,170085,6245248.1,2016-09-21,471,INE144J01027
372,20MICRONS,EQ,26.7,27.6,26.7,27.15,27.1,27.0,38434,1042794.65,2016-03-02,101,INE144J01027
373,20MICRONS,EQ,29.0,30.0,28.4,28.85,28.5,28.65,10153,294567.05,2016-03-17,109,INE144J01027
374,20MICRONS,EQ,31.2,33.8,31.0,32.75,32.65,33.5,62719,2043154.0,2016-01-14,552,INE144J01027
375,20MICRONS,EQ,36.0,36.3,34.6,35.2,35.0,36.5,73518,2592129.15,2016-01-01,610,INE144J01027
376,20MICRONS,EQ,28.8,29.15,28.05,28.55,28.4,28.45,16318,466192.6,2016-07-22,205,INE144J01027
377,20MICRONS,EQ,38.7,38.7,37.25,37.7,37.8,38.7,107618,4091493.65,2016-08-29,685,INE144J01027
378,20MICRONS,EQ,42.3,42.8,40.4,40.9,40.75,40.8,202959,8399001.4,2016-11-10,852,INE144J01027
379,20MICRONS,EQ,28.75,30.0,28.0,28.4,28.4,27.9,25806,742945.9,2016-06-10,345,INE144J01027
380,20MICRONS,EQ,26.0,26.6,26.0,26.5,26.6,26.1,9291,245443.4,2016-02-05,82,INE144J01027
381,20MICRONS,EQ,26.0,28.75,26.0,27.6,27.75,26.6,65049,1785609.85,2016-02-10,330,INE144J01027
382,20MICRONS,EQ,33.8,35.5,33.8,35.0,34.95,34.0,29165,1018900.9,2016-12-15,168,INE144J01027
383,20MICRONS,EQ,39.0,39.5,38.25,38.7,38.7,38.6,82097,3187235.65,2016-08-26,438,INE144J01027
384,20MICRONS,EQ,30.7,30.7,28.1,28.9,28.95,28.45,13674,402566.2,2016-04-05,127,INE144J01027
385,20MICRONS,EQ,29.8,29.8,28.0,28.45,28.25,28.85,4490,127786.6,2016-03-18,79,INE144J01027
386,20MICRONS,EQ,35.95,36.5,35.7,35.75,35.75,35.55,83594,3004382.6,2016-01-06,307,INE144J01027
387,20MICRONS,EQ,37.1,37.65,30.0,33.5,33.0,36.2,216155,7222293.0,2016-01-13,1314,INE144J01027
388,20MICRONS,EQ,27.6,27.6,26.2,26.75,26.65,26.85,28534,764195.95,2016-03-10,137,INE144J01027
389,20MICRONS,EQ,34.95,36.0,33.5,34.2,34.85,35.0,82109,2893153.95,2016-04-18,605,INE144J01027
390,20MICRONS,EQ,38.85,39.3,37.75,38.15,38.3,38.3,190339,7325288.75,2016-09-26,760,INE144J01027
391,20MICRONS,EQ,35.5,36.6,34.3,36.3,36.0,34.8,64108,2297194.8,2016-12-08,331,INE144J01027
392,20MICRONS,EQ,36.45,36.75,36.05,36.4,36.35,36.5,76319,2773395.1,2016-10-07,184,INE144J01027
393,20MICRONS,EQ,27.0,27.25,26.25,26.65,26.7,26.55,33881,902992.7,2016-02-18,198,INE144J01027
394,20MICRONS,EQ,35.0,35.1,33.95,34.55,34.75,34.0,49820,1717801.3,2016-11-18,337,INE144J01027
395,20MICRONS,EQ,28.1,29.0,28.1,28.95,28.6,28.55,18470,533356.75,2016-07-25,133,INE144J01027
396,20MICRONS,EQ,38.8,39.05,38.2,38.3,38.45,38.15,46735,1807427.35,2016-09-27,284,INE144J01027
397,20MICRONS,EQ,36.5,39.3,35.8,36.2,36.25,36.55,235040,8856977.65,2016-01-12,1069,INE144J01027
398,20MICRONS,EQ,35.9,35.9,33.05,34.1,34.25,35.75,53613,1856282.15,2016-01-07,354,INE144J01027
399,20MICRONS,EQ,27.55,27.8,27.0,27.25,27.35,27.3,20477,560941.25,2016-03-04,157,INE144J01027
400,20MICRONS,EQ,27.25,27.25,26.2,26.45,26.5,26.75,15277,408478.0,2016-03-11,125,INE144J01027
401,20MICRONS,EQ,26.8,27.75,26.5,26.9,27.0,26.65,14514,392708.25,2016-02-19,134,INE144J01027
402,20MICRONS,EQ,35.7,36.0,34.6,35.2,35.8,35.7,176642,6217913.7,2016-10-13,264,INE144J01027
403,20MICRONS,EQ,36.75,37.35,36.2,36.5,36.4,36.4,104434,3820938.8,2016-10-06,316,INE144J01027
404,20MICRONS,EQ,36.45,36.95,36.1,36.6,36.75,36.3,55356,2031020.25,2016-12-09,465,INE144J01027
405,20MICRONS,EQ,36.2,36.2,35.2,35.4,35.35,35.7,59332,2109940.3,2016-12-01,182,INE144J01027
406,20MICRONS,EQ,36.3,36.3,33.55,34.0,34.1,35.7,73395,2539674.65,2016-12-14,402,INE144J01027
407,20MICRONS,EQ,28.65,29.35,26.25,26.55,26.5,27.6,80235,2238337.95,2016-02-11,511,INE144J01027
408,20MICRONS,EQ,26.5,27.7,26.05,26.1,26.05,26.5,11825,315105.05,2016-02-04,148,INE144J01027
409,20MICRONS,EQ,43.3,43.7,39.75,41.0,41.5,42.55,610389,25574736.75,2016-11-04,3037,INE144J01027
410,20MICRONS,EQ,39.5,40.5,38.6,39.05,39.0,40.9,175577,6919032.3,2016-11-11,698,INE144J01027
411,20MICRONS,EQ,32.2,34.0,29.3,30.9,30.6,31.8,80690,2490946.15,2016-05-23,665,INE144J01027
412,20MICRONS,EQ,32.95,32.95,31.45,31.65,31.65,32.4,13339,426171.65,2016-04-11,160,INE144J01027
413,20MICRONS,EQ,28.9,28.9,28.1,28.45,28.15,28.5,13002,370291.05,2016-04-04,49,INE144J01027
414,20MICRONS,EQ,28.0,28.75,27.6,28.65,28.25,27.6,45539,1285895.3,2016-03-16,176,INE144J01027
415,20MICRONS,EQ,27.7,27.7,26.5,27.3,27.3,27.15,18063,491534.7,2016-03-03,89,INE144J01027
416,20MICRONS,EQ,33.25,34.5,30.55,31.0,31.1,32.75,54109,1752127.75,2016-01-15,471,INE144J01027
417,20MICRONS,EQ,37.4,39.0,33.9,37.0,36.8,36.85,191700,6928949.55,2016-09-20,820,INE144J01027
418,20MICRONS,EQ,35.9,38.85,35.7,37.8,38.7,35.2,158869,5933372.65,2016-10-14,713,INE144J01027
419,20MICRONS,EQ,29.8,30.2,29.25,29.9,29.9,29.75,32728,971249.15,2016-06-16,201,INE144J01027
420,20MICRONS,EQ,28.55,28.8,28.05,28.4,28.5,28.6,9963,285330.85,2016-06-03,87,INE144J01027
421,20MICRONS,EQ,36.35,37.5,35.6,36.15,36.0,36.15,75364,2753561.6,2016-11-16,588,INE144J01027
422,20MICRONS,EQ,40.55,44.25,40.2,42.55,42.3,40.0,996153,42482289.75,2016-11-03,4985,INE144J01027
423,20MICRONS,EQ,28.15,28.15,26.05,26.5,26.45,27.55,19357,519130.3,2016-02-03,144,INE144J01027
424,20MICRONS,EQ,29.25,29.25,27.1,27.25,27.4,28.15,15293,422566.65,2016-02-16,116,INE144J01027
425,20MICRONS,EQ,36.35,36.35,35.4,35.7,35.4,35.75,21823,780865.85,2016-12-13,113,INE144J01027
426,20MICRONS,EQ,34.8,35.8,34.0,35.2,34.9,34.2,92010,3240935.05,2016-12-06,203,INE144J01027
427,20MICRONS,EQ,38.7,39.0,37.5,38.25,38.8,38.3,174582,6675377.25,2016-09-28,413,INE144J01027
428,20MICRONS,EQ,28.65,28.8,27.7,28.55,28.5,28.3,21378,604274.45,2016-05-31,198,INE144J01027
429,20MICRONS,EQ,30.8,30.85,28.8,29.25,29.5,30.9,14229,422689.45,2016-05-24,204,INE144J01027
430,20MICRONS,EQ,34.5,36.0,34.5,35.05,34.95,34.1,97928,3465314.6,2016-01-08,461,INE144J01027
431,20MICRONS,EQ,36.0,41.4,34.25,40.8,40.1,42.15,367774,14058958.05,2016-11-09,1930,INE144J01027
432,20MICRONS,EQ,28.55,28.6,27.5,27.9,28.15,28.3,24309,680104.85,2016-06-09,245,INE144J01027
433,20MICRONS,EQ,28.8,29.65,28.15,28.45,28.4,28.6,6716,190709.35,2016-07-21,73,INE144J01027
434,20MICRONS,EQ,26.45,26.8,25.7,26.6,26.5,26.4,5248,138237.65,2016-02-09,90,INE144J01027
435,20MICRONS,EQ,37.25,37.4,36.5,36.7,36.55,36.45,107724,3977100.05,2016-10-03,297,INE144J01027
436,20MICRONS,EQ,35.4,35.4,34.5,34.6,34.6,35.0,70277,2437917.55,2016-12-19,110,INE144J01027
437,20MICRONS,EQ,36.7,39.5,36.7,38.95,38.75,36.75,309001,11856802.35,2016-09-22,1789,INE144J01027
438,20MICRONS,EQ,27.2,27.75,26.9,27.6,27.6,26.45,48910,1333012.3,2016-03-14,190,INE144J01027
439,20MICRONS,EQ,26.8,27.25,26.1,27.0,26.7,26.1,61467,1627817.6,2016-03-01,158,INE144J01027
440,20MICRONS,EQ,29.15,30.0,28.0,28.25,28.15,29.15,95483,2789545.6,2016-05-26,337,INE144J01027
441,20MICRONS,EQ,27.4,27.4,26.5,26.85,26.7,27.2,9749,262890.8,2016-03-09,74,INE144J01027
442,20MICRONS,EQ,27.95,29.15,27.5,28.5,28.5,28.15,32780,928645.65,2016-04-01,209,INE144J01027
443,20MICRONS,EQ,39.45,40.4,38.65,39.2,39.05,39.25,133495,5232193.95,2016-08-22,635,INE144J01027
444,20MICRONS,EQ,27.7,28.3,27.05,27.75,27.8,27.3,34694,963665.9,2016-02-01,124,INE144J01027
445,20MICRONS,EQ,30.1,30.15,29.1,29.3,29.8,30.15,31393,921068.55,2016-07-29,167,INE144J01027
446,20MICRONS,EQ,40.3,42.75,40.3,41.75,41.7,40.65,602518,25073969.75,2016-11-01,2324,INE144J01027
